x,y,Name,Genes,Label,Color
4.2391315,1.632754,inh l1-2 vip scml4 (id:284),ABCA6 ABCA8 ABCA9 ABCC9 ABI3BP ACTA2 ADAM33 ADAMTSL1 ADGRF5 ADGRL4 ADH1B ANGPTL1 ANGPTL2 ASPN BGN C1QTNF5 C1QTNF7 C1R C1S CCDC80 CDH11 CDH13 CFH CLEC14A COL14A1 COL15A1 COL1A2 COL3A1 COL6A3 COL8A1 COX7A1 CPXM2 CYBRD1 DCN DDR2 DLC1 DPT ECM2 ELN EMCN FAM180A FAP FBN1 FGF7 FIBIN FILIP1L FLRT2 FMOD FNDC1 GALNT15 IL33 IL6ST ISLR ITGA1 ITGA11 ITGBL1 KIAA1755 LAMA2 LAMA4 LMOD1 LOC100506497 LTBP2 LUM MEDAG MEOX2 MFAP5 MGP MXRA5 MYLK NEGR1 NNMT OGN OLFML1 OMD PALMD PAMR1 PDGFRA PEAK1 PLA2R1 PLSCR4 PODN POSTN PRELP PRRX1 PTPRB RBMS3 RHOJ ROBO4 SFRP4 SGCD SLIT3 SSC5D SULF1 SVEP1 SYNPO2 TEK VGLL3 VSTM4,Brain Cells,1
6.300261,4.730847,inh l1-2 vip wnt4 (id:285),ABCC8 ACTL6B ADCY1 ADCY8 ADCYAP1R1 ADGRA1 ADGRB3 AQP4 ASTN1 ASXL3 ATP2B2 ATP2B3 ATRNL1 BRINP1 BSN CA10 CACNA1B CACNG7 CADM2 CADPS CCDC177 CHRNA4 CLVS2 CNTFR CNTN2 CNTNAP2 CSRNP3 CTNNA2 CTNNA3 CTNND2 CUX2 DLG2 DUSP26 ERC2 GABRB3 GAP43 GDAP1L1 GRIA2 GRID2 GRM3 GRM8 HMGCLL1 HS6ST3 IGSF21 JPH3 KCNC1 KCNQ2 KCTD8 KIF1A KIF5C LHFPL4 LOC105379064 LRRTM1 LRRTM3 MAPK4 MMD2 MPPED1 NCAN NEFM NOL4 NRG3 NRXN1 OLFM3 OPCML PAK5 PHYHIPL PLPPR1 PPFIA2 PTPN5 PTPRD PURG RAB3C RAPGEF4 RGS7BP RIPPLY2 SH3GL2 SLC35F1 SLC6A1 SLITRK3 SNAP91 SNCB SPOCK3 ST8SIA3 STMN2 STMN4 SULT4A1 SYT4 SYT9 TCEAL2 TCEAL5 TMEM132E TMEM151B TMEM179 TMEM200C TTBK1 UBE2QL1 UNC79 VSTM2B WNK3 ZDHHC22,Brain Cells,1
7.7096066,2.1913207,inh l1-3 sst fam20a (id:286),ADCY2 ADCYAP1R1 ADGRB3 ADGRL3 ASIC2 ASTN1 ASXL3 ATP1B2 CA10 CACNA1B CADM2 CADM3 CADPS CELF4 CLVS2 CNTN2 CNTN4 CNTNAP2 CNTNAP5 CSMD2 CSRNP3 CTNNA2 DCLK1 DLGAP2 DPP6 FAT3 FGF13 GABRA2 GABRB3 GAD2 GALNT8 GAP43 GDAP1L1 GRIA1 GRIA4 GRID2 GRIN2A GRIN2B INTU KALRN KCNA1 KCNA4 KCNB2 KCNIP1 KCNK10 LRFN5 LRRC4C LRRC55 LRRTM1 LSAMP MAGI2 NEFM NFASC NOVA1 NRXN1 NTRK3 OPCML PAK3 PAK5 PCDH17 PCSK2 PCSK5 PDZRN4 PLEKHA5 PREX2 PTCHD1 PTPN5 PTPRD PTPRT PTPRZ1 RAB3C RBFOX1 RGMA RGS7BP ROBO2 RUNX1T1 SCG3 SCN3B SERTM1 SHISA6 SLC17A6 SLC35F1 SORCS1 SRRM4 ST8SIA3 STMN2 STMN4 SYN3 SYNPR TAC1 TCEAL5 TMEM130 TMEM132B TMEM196 TMEM200C TRPM3 UNC5D VSTM2A WSCD2 XKR4,Brain Cells,1
6.525047,3.9437523,inh l1-3 vip cbln1 (id:287),ACTL6B ADAMTS19 ADAMTS20 ADGRV1 ASTN1 C9orf129 CACNA1B CACNG7 CAMKV CASKIN1 CCDC177 CCKBR CELF3 CELF5 CLVS2 CNTNAP2 COL26A1 CRABP1 CSPG5 CTNND2 ERC2 FBN3 GABRA3 GABRA5 GABRG1 GABRG2 GABRQ GAL3ST3 GAP43 GDAP1L1 GRID2 GRM3 GUCA1A HPCA HRH3 HTR2C IGDCC3 IGLON5 JPH3 KCNJ4 KCNN1 KCNQ2 KIF1A KIF5A LINGO1 LRRC3B LRRTM1 MAGEL2 MAPK4 NCAN NKAIN1 NRG3 NXPH1 OLFM3 PABPC1L2B PAK5 PCDH8 PDYN PHF21B PLPPR5 PNCK PRKCG PRR36 PTPN5 RCOR2 RIMS4 RIT2 RND2 RTP1 SALL3 SCG3 SH3GL3 SLC7A3 SLC8A2 SLITRK1 SNAP91 SNCB SOX3 ST8SIA3 STXBP5L SULT4A1 SYT10 SYT3 SYT4 SYT6 TAC3 TACR3 TCEAL5 TMEM151B TMEM179 TMEM59L TUBB2B UNC13A UNC5D ZDHHC22,Brain Cells,1
5.940084,1.9165634,inh l1-3 vip chrna2 (id:288),AADAT ADGRA3 ALDH7A1 AMOTL2 APBB2 ARHGEF26 ATP1B1 CADPS2 CAP2 CCDC113 CEP70 CFL2 CLDN12 CLGN CMYA5 COBL CTNNA3 CXADR CYP39A1 DCBLD2 DDAH1 EGFR EHBP1 ENAH EPB41L4B EPB41L5 ERICH2 ERRFI1 FAT1 FBXO16 FERMT2 FIGN FLRT3 FRAS1 GAREM1 GCSH GOT1 GOT2 GPT2 GRB14 HOMER1 IFT22 IFT81 IGSF1 JPH1 KIAA0895 KIAA1217 KLHL23 KLHL31 LARP6 LIFR LRP6 MAGI1 MID1 MYO1B NCKAP1 NGRN NRAP OGDHL ONECUT2 PACSIN3 PANK1 PARD3 PCDHAC2 PFN2 PHKA1 PPP1R1C PPP1R3C PRKAA2 PROX1 PTGR2 PTPN21 PTPN3 PTPRG PTPRU RBFOX2 RBM24 SCHIP1 SERPINA5 SH3D19 SLC25A4 SLC2A12 SLC38A3 SLC7A2 SMARCA1 SMPX SOX9 SYT7 TACC2 TEAD1 TJP1 TOM1L1 TPD52L1 TSPAN6 WDR72 YAP1,Brain Cells,1
6.6895633,4.361199,inh l1-3 vip fndc1 (id:289),ACTL6B ADGRB3 AMER2 ASTN1 ATP8A1 B3GAT1 BEND5 CA10 CACNA1B CACNA1E CADM2 CADPS CAMKV CARMIL3 CD200 CELF3 CHGA CHRNB2 CLVS2 CNKSR2 CNR1 CNTN2 CNTNAP2 CNTNAP5 CPLX2 CRB2 CTNNA2 CTNND2 DCX DPP10 DTX1 ELAVL3 ELAVL4 FXYD6 GALNT8 GDAP1L1 GNAO1 GPM6B GRIA2 GRIA4 GRIK3 GRM3 JAKMIP2 JPH4 KCNA2 KCNH8 KCNJ9 KCNK10 KHDRBS2 KIF5C KLHDC8A LOC101928842 LRRN1 LRRTM1 MCF2L MYT1 NCAN NELL2 NETO1 NLGN3 NRXN1 NXPH1 OLFM3 PAK5 PCDH8 PDZD4 PLP1 PNMA3 PPP2R2B PSD2 PTPN5 RAB3C RALGPS1 RIC3 RIMBP2 RTN1 RUFY3 RUNDC3A SCG3 SCN3A SEMA6A SEZ6L SLAIN1 SLC17A6 SLIT1 SNAP91 SORCS3 SRRM4 ST8SIA3 STMN2 STMN4 SYNPR SYT4 TCEAL2 TCEAL5 TMEM132D TMEM151B TMEM196 VSTM2A VSTM2B,Brain Cells,1
6.4638953,1.7943128,inh l1-3 vip hspb6 (id:290),ADAMTS5 AMOT ANGPTL2 APCDD1 ARMCX2 ATP9A BGN BMPR2 BOC C14orf132 C1QTNF5 CCNG2 CDH11 CNTN3 COL14A1 COL1A2 COL3A1 CPE CRYAB CXCL12 DAAM2 DCN DIP2C DKK3 EDNRA EFS FAM13C FBXL7 FGF7 FIBIN FMOD FRZB FSTL1 GFRA1 GJA1 GLI3 ID4 IGFBP5 ISLR LDB2 LMOD1 LUM MAP2 MAP6 MAPK10 MXRA5 NCKAP5 NFASC NFATC4 NOTCH3 NTM NTRK2 NYNRIN PABPC5 PALLD PAMR1 PARD3B PBX1 PCDH18 PCDH19 PCDHB10 PCDHB12 PCDHB15 PCDHB3 PCDHB4 PCDHB7 PCDHGB7 PCDHGC3 PDGFRA PDZRN3 PLPPR4 POSTN PRICKLE2 PRKG1 PRRX1 PRUNE2 PTN RAI2 RCAN2 RNF152 RNF180 RUNX1T1 SCUBE2 SEMA5A SEMA6D SLC22A17 SLC2A10 SMOC2 SOD3 SPARCL1 SSPN SULF1 TCEAL7 THBS2 THY1 TIMP3 TMEM47 TRIL TRIM2 TSPAN11,Brain Cells,1
2.604499,6.588141,inh l1-5 vip cd27-as1 (id:291),ADCY2 ADGRV1 AK9 ANKFN1 ARMC3 ASB3 ASXL3 BAZ2B C6orf118 C8orf34 CACNB4 CCDC171 CCDC180 CCDC30 CEP162 CFAP221 CFAP47 CFAP69 CHL1 CHRNA7 CHST9 CXXC4 DCDC1 DCX DNAH11 DNAH12 DNAH6 DNAH7 DNAH9 DPP10 DYDC2 DZIP3 EFCAB6 EFHC1 EGFEM1P EPB41L4A ERICH3 ERVW-1 ESRRG FAM221A FAM227A FAM228B FAM81B FBXO15 FGF13 FSIP2 GRM7 HYDIN ILDR2 INTU IQGAP2 JAKMIP2 KANSL1L KCNN3 KIAA2012 KIF6 KPNA5 LRP2 LRRC55 LRRC9 LSAMP MAGI2 MAP3K19 N4BP2 NCALD NRXN1 PCDHA4 PCM1 PCYT1B PROM1 PTPRZ1 RAB3C RFX3 RFX4 ROBO2 RPAP2 SERPINI2 SHPRH SOX5 SPEF2 SRGAP3 SSBP2 STK33 TBC1D32 TEKT2 TEX9 TMEM232 TSPAN19 WDPCP WDR49 XKR4 ZBBX ZDHHC15 ZNF292 ZNF445 ZNF493 ZNF519 ZNF660,Brain Cells,1
7.8390775,1.6207238,inh l1-5 vip linc01013 (id:292),ABI2 ADCYAP1R1 ADGRB3 ADGRL3 ANK2 ARNT2 ASTN1 ASXL3 ATRNL1 BRINP1 C11orf87 CACNA2D1 CADPS CDR1 CLVS2 CNTN1 CNTN2 CRMP1 CSRNP3 CTNNA2 DACH2 DCLK1 DCX DENND2A EFR3B ELAVL2 ERC2 FAM171B FARP1 FAT3 FAXC FIGN FMN2 GAP43 GPR173 GRIA1 GRIA2 GRIA4 GRID2 GRIK2 GUCY1A2 IL17RD ITSN1 KCND2 KCTD16 KIF1B LMO3 LRFN5 LRRC49 LRRC4C LSAMP MAGI2 MAP1B MAP2 MAPK10 MMP16 NFASC NLGN1 NMNAT2 NOVA1 NPAS3 NRXN1 NRXN3 NTM NTRK3 OPCML PAK3 PAK5 PCDH19 PCLO PLEKHA5 PLPPR4 PPFIA2 RIMS2 RNF150 ROBO2 RUNX1T1 SCHIP1 SCN3B SEMA6D SLC17A6 SLC35F1 SLITRK1 SNAP91 SRGAP1 ST8SIA3 STMN2 SYT1 TENM3 TENM4 THSD7B TMEM132B TMEM196 TMEM35A TRPM3 TTLL7 UNC5D UNC79 WNK3,Brain Cells,1
7.0441847,1.2953752,inh l1-5 vip phldb3 (id:293),ACSS3 ADAMTS3 ADGRL3 ANK2 ANO2 ANOS1 ASTN1 BRINP1 CACNA2D1 CADM2 CALD1 CAP2 CHRDL1 CLCN4 COL11A1 COL25A1 CPNE4 CSRNP3 CTNNA3 CTNND2 DCLK1 DOK5 EGF EPHA7 ERBB4 ERC2 FAM13C FAT3 FBXL7 FHOD3 FIGN FNBP1L FRAS1 FRZB FSTL1 GRID2 GUCY1A2 HFM1 ITSN1 KALRN KCNT2 LGALSL LIFR LIMCH1 LRCH2 LRP1B LTBP1 MAGEL2 MAP1B MAP2 MAPK10 MARK1 MEGF10 MMP16 MPDZ NCKAP1 NLGN1 NLGN4X OPCML OTOGL PABPC5 PARD3 PARD3B PBX1 PCDHB10 PCDHB12 PCDHB15 PCDHB3 PCDHB4 PCDHB5 PDZRN3 PLCB4 PPFIA2 PRICKLE2 PRKAA2 PRKG1 PTN PTPRD PTPRS RBFOX1 RHOBTB1 RNF150 RUNX1T1 RYR2 SEMA5B SHISA6 SLIT2 ST8SIA2 TACR3 TDRP TENM2 TENM3 THSD7B TMEM47 TPM1 TRDN UNC5D WASF3 ZNF423,Brain Cells,1
4.848577,2.5947192,inh l1-5 vip smoc1 (id:294),ABCA8 ADGRF5 ADGRL4 AGT ANGPT1 ANGPTL2 APLNR AQP1 ATP1A2 BGN BMPER C1QTNF5 CACNA2D1 CADM3 CALD1 CDH11 CDH5 CDO1 CLEC14A CLU CNRIP1 COL4A1 COL4A2 CRYAB DAAM2 DCN DDR2 DIXDC1 DKK3 DLC1 EDIL3 EDNRB EFEMP1 FAM107A FAM13C FAT4 FBN1 FBXL7 FGF14 FHL1 FIBIN FRZB FSTL1 GALNT15 GJA1 GLRB GUCY1A2 HSPB6 HTRA1 IGFBP5 ISLR KCNJ8 KCNT2 LAMA4 LDB2 LIFR LIMCH1 LMOD1 LRCH2 MAP1B MPDZ MSRB3 NTM PCDH17 PCSK1 PDE1A PDE1C PDE3A PDGFRA PLPP3 PLPPR4 PLSCR4 PPARGC1A PPP1R3C PRKG1 PTN PTPRD RAPGEF4 RGS5 RHOBTB1 RSPO3 RUNX1T1 SCHIP1 SEMA6D SGIP1 SLC6A1 SLCO1C1 SMOC1 SNAP25 SORBS1 SORBS2 SPARC SPARCL1 SVEP1 TCEAL7 TEK THY1 TIMP3 TMEM100 TMEM47 VIP,Brain Cells,1
6.2589655,0.9201038,inh l1-6 lamp5 aard (id:295),ADAMTS9 ADCY6 ADGRL2 AKAP12 ALDH7A1 ANGPTL2 ANK2 ANTXR1 CACNA2D1 CADPS2 CDC42BPA CDH11 CNN3 COL14A1 COL4A1 COL4A2 COL5A2 CPE DDAH1 DLC1 DOCK1 DPYSL3 DST DZIP1 EDIL3 EDNRA ENAH ETV1 FAM13C FARP1 FAT1 FAT4 FBXL7 FERMT2 FIGN FREM1 FRZB FSTL1 FZD4 GJA1 GPC6 ID4 IGFBP5 ITSN1 KCNT2 KDR LAMB1 LCA5 LIFR LRCH2 LRP4 MAGI1 MAP1B MID1 MMP16 MMP2 MPDZ NAV2 NCKAP1 NES NLGN1 OBSL1 PARD3B PCDH18 PCDHB15 PDZRN3 PHLDB1 PKDCC PLCB4 PLOD2 PLSCR4 PRELID2 PRICKLE2 PRKD1 PRKG1 PTN PTPN21 PTPRD PTPRG RBFOX2 ROBO1 RUNX1T1 SEMA6D SFRP1 SH3D19 SLIT2 SMARCA1 SULF1 TANC1 TEAD1 TJP1 TLN2 TMEM47 TMEM98 TPM1 TSPAN11 UACA WASF3 YAP1,Brain Cells,1
5.8638263,4.3982873,inh l1-6 lamp5 ca1 (id:296),ACTL6B ADCY8 ADCYAP1R1 ADGRA1 AMER2 ASIC2 ASTN1 ATP2B3 BRINP1 C11orf87 C1QL2 CA10 CACNA1B CACNG7 CAMKV CCDC177 CCKBR CDH22 CELF3 CELF5 CHRNA4 CLVS2 CNTN2 CRHR1 CTNNA2 CTNND2 DLGAP1 DLGAP2 ELAVL3 ELAVL4 ERC2 FAM163B GABRA1 GABRA5 GABRG2 GAD2 GAL3ST3 GAP43 GDAP1L1 GRIA2 GRID2 GRM3 GRM5 HRH3 HS3ST4 HTR1A HTR5A IGSF21 JPH3 JPH4 KCNIP1 KCNJ9 KCNQ2 KIF1A LRRC3B LRRC4C LRRTM1 LY6H MMD2 NCAN NEFM NGB NOVA2 NRXN1 OLFM3 OPCML PABPC1L2B PAK5 PCDH8 PDYN PLP1 PTPN5 PTPRT RAB3C RBFOX1 RIT2 SCRT1 SHISA6 SLC32A1 SLC8A2 SLITRK1 SNAP91 SNCB SRRM4 ST8SIA3 STMN2 STMN4 SULT4A1 SYNPR SYT4 TCEAL2 TCEAL5 TCEAL6 TMEM151B TMEM179 UNC5D VSTM2B,Brain Cells,1
7.8015943,1.5874825,inh l1-6 lamp5 nes (id:297),ADGRL2 ADGRL3 ANK2 ANTXR1 ARNT2 ATRNL1 BOC CACNA2D1 CAP2 CDH2 CDR1 CPE CSRNP3 DCLK1 DCLK2 DPYSL3 DZIP1 EDIL3 EDNRA EML1 ENAH ENOX1 EPHA3 EPHA5 EPHA7 ERBB4 EYA4 FAM13C FAM171B FAT3 FAT4 FBXL7 FERMT2 FHOD3 FIGN FMN2 GLI3 GLRB GPC6 GUCY1A2 HSPA12A ID4 IFT81 IGFBP5 KCNT2 KIAA1549L LARP6 LIFR LIMCH1 LRCH2 LRFN5 LRP1B LRRC49 MAP1B MAP2 MAPK10 MARK1 MMP16 MPDZ NCKAP1 NFIB NLGN1 NOVA1 NPAS3 NR2F1 NTNG1 PCDH17 PCDH18 PCDH7 PDE10A PDE1C PDZRN3 PFN2 PPFIA2 PRICKLE2 PRKAA2 PRKD1 PRKG1 PRRX1 PTN PTPRD PTPRG PYGO1 RASSF8 RBMS3 RNF150 ROBO1 ROBO2 SCHIP1 SEMA6D SLC6A15 SLIT2 TEAD1 TENM3 TMEFF2 TMEM47 TRAM1L1 TRIM2 TTLL7 TUSC3 UNC5C ZFHX4,Brain Cells,1
4.3192105,2.1905477,inh l1-6 pvalb col15a1 (chandelier) (id:298),ADAMTS9 ADCY6 ADGRF5 ANGPTL2 ANO1 ANTXR1 AQP1 ASPN ASS1 BDKRB2 BGN C1QTNF5 C1R C1S CCL21 CDH11 COL12A1 COL14A1 COL15A1 COL16A1 COL1A1 COL1A2 COL21A1 COL3A1 COL4A1 COL4A2 COL5A1 COL5A2 CRYAB CXCL12 DCN DDR2 DPT ECM2 EDNRA EFEMP1 EGFR ENPEP FAM13C FBLN1 FBN1 FHL5 FIBIN FKBP9 FMOD FNDC1 FRZB FZD4 HSPB7 HSPB8 IGFBP5 ISLR KCNJ8 KIAA1217 LAMA2 LAMA4 LAMB1 LMCD1 LMOD1 LRIG3 LUM MAGI1 MATN2 MFAP4 MGP MXRA5 NFIB NOTCH3 NPNT NR2F2 PALLD PARD3B PARVA PDGFRA PDZRN3 PLPP3 PLSCR4 POSTN PPIC PRRX1 PTPN21 RAMP2 RARRES2 RASL12 SH3D19 SLCO2A1 SMOC2 SOD3 SPARCL1 SULF1 SVEP1 SYNPO2 TBX2 TEAD1 TIMP3 TNS2 TSPAN12,Brain Cells,1
6.4869976,4.798952,inh l1-6 sst npy (sset chodl) (id:299),ACTL6B ADCYAP1R1 ADGRA1 ADGRB3 ASIC2 ASTN1 ATP2B3 ATRNL1 BEX1 BRINP1 CA10 CACNA1B CADPS CALY CAMKV CARTPT CDK5R2 CELF3 CHGA CHGB CHRM1 CLVS2 CNTFR CPLX2 CPNE4 CTNND2 DUSP26 ELAVL3 ELAVL4 FAM163B FBLL1 GAP43 GDAP1L1 GRIA2 GRIK5 HAPLN4 HPCA HRH3 HS3ST4 INA KCNC1 KCNIP1 KCNQ2 KIF1A KIF5A KIF5C LRRC3B LRRTM1 LY6H MAGEL2 MAPK4 NCAN NEFM NOL4 NPY NPY2R NRXN1 NXPH1 OLFM3 PAK5 PCDH8 PHYHIPL PLPPR5 PTPN5 RAB3C RIMBP2 RIPPLY2 RIT2 SCG2 SCRT1 SEZ6L SLC32A1 SLC8A2 SNAP25 SNAP91 SNCB SPOCK3 SST ST8SIA3 STMN2 SULT4A1 SYNPR SYT4 TAGLN3 TCEAL2 TCEAL5 TCEAL6 TCEAL7 TMEFF2 TMEM151B TMEM179 TMEM196 TMEM229A TTBK1 UNC5D VSTM2A ZCCHC12 ZDHHC22,Brain Cells,1
7.471141,1.5719824,inh l1-6 vip slc7a6os (id:300),ADAMTS12 AKT3 AP1S2 ARSB BASP1 C18orf54 C3orf14 C8orf88 CCNJ CDH2 CDK14 CEP170 CHSY1 CLIC4 CNTLN CRABP1 DACT1 DCX DICER1 DNAJB5 EBF3 EDA2R ENO1P2 FAM110B FBN2 FBXW11 FGFR1 FHL1 GNAQP1 GSK3B HDX IGFBPL1 JAM3 KATNAL1 KLF7 LOXL3 MAGEL2 MEX3B MEX3C MRPL9P1 MSANTD3-TMEFF1 MYEF2 NAP1L1 NEUROD4 NEUROG1 NREP PBRM1 PBX3 PCDHGB6 PHF21B PKD2 PKIA POU4F2 PTX3 RAB39A RAB9B RB1 RBPJ RECK RNF38 SDC2 SKIDA1 SLC18A3 SLC36A4 SOX11 SOX3 SOX4 SPSB4 ST8SIA2 STON1 TCF12 TGFBR1 TMEM170B TMEM255A TMSB15A TMSB15B TOP2B TRAPPC13P1 TRBV26OR9-2 TUBA1A UBE2R2 UBTD2 UCHL1 VASH2 VAT1L VEZF1 ZNF155 ZNF516 ZNF569 ZNF610 ZNF625 ZNF730,Brain Cells,1
4.699861,0.453893,inh l2 pax6 frem2 (id:301),ADAMTS15 ADAMTS7 ADGRA2 ANTXR1 ARHGAP23 ARHGEF17 ARSI BGN BMP1 C1QTNF5 CERCAM CHST3 CILP2 COL12A1 COL16A1 COL1A1 COL1A2 COL3A1 COL4A1 COL4A2 COL5A1 COL5A2 COL6A1 COL6A2 CPZ CSPG4 EDNRA EFEMP1 EFEMP2 EHD2 EMILIN1 FAM20C FBN1 FKBP10 FKBP9 FN1 FNDC1 FOXC2 FSTL1 GAS6 GJA1 GLI2 GLT8D2 GPC1 HSPG2 HTRA1 HTRA3 IGFBP6 IGFBP7 ISLR LAMB2 LAMC1 LOX LOXL1 LOXL2 LRRC15 LTBP2 LUM MFAP2 MFAP4 MMP14 MMP2 MRC2 MRGPRF MXRA5 MXRA8 NECTIN2 NGF OBSL1 OLFML2B OLFML3 P3H3 PCOLCE PDLIM4 POSTN PXDN RHBDF1 SCARA3 SCARF2 SERPINH1 SH3PXD2B SNAI2 SRPX SRPX2 SYDE1 TGFB1I1 THBS2 TIMP3 TNC TPM2 TUBB6 TWIST2 VASN VEGFC,Brain Cells,1
7.8777237,4.0144405,inh l2 pvalb frzb (id:302),ABI3 ALOX5AP AOAH APBB1IP APOL3 ARHGAP25 ARHGEF6 BTN3A1 BTN3A3 C3AR1 CARD16 CASP1 CCL4 CCR5 CD4 CD48 CD53 CD86 CELF2 CLEC2B CMAHP CMKLR1 CTSO CTSS CYLD CYTIP DOCK10 DOCK2 DPYD EPSTI1 EVI2A EVI2B F13A1 FCER1G FCGR3A FGL2 FGR FLI1 GAB3 GBP1 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GIMAP8 GNG2 GPR183 GPR65 HACD4 HAVCR2 HCLS1 HLA-B HLA-DMB HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 IFI16 IL10RA IL16 ITGA4 KCNA3 LAPTM5 LCP2 LILRB2 LPAR6 LRRK2 LSP1 LY86 LY96 MNDA MPEG1 PARVG PLEK PTPRC RCBTB2 RFTN1 RNASE6 S1PR1 SAMD9L SASH3 SELL SELPLG SIGLEC9 SLA SLC9A9 SRGN STAT4 TAGAP TLR1 TMEM71 TNFSF8 TRIM22 TYROBP UBA7,Brain Cells,1
7.791021,1.2094228,inh l2 vip slc6a16 (id:303),ADAMTS3 ADCYAP1R1 ADGRB3 ADGRL2 ADGRL3 AKAP12 ANK2 ASTN1 ASXL3 ATRNL1 CACNA2D1 CDH11 CDH2 CDO1 CDR1 COL11A1 COL4A1 COL4A2 COL5A2 CPE CRMP1 CSRNP3 DCLK1 DIXDC1 DKK3 DOK5 DPYSL3 DZIP1 EDIL3 ETV1 FAM13C FAT3 FAT4 FBXL7 FERMT2 FGF2 FIGN FNDC4 FSTL1 GAP43 GFRA1 GJA1 GPC6 GRIA3 GUCY1A2 HFM1 ITSN1 KCNJ8 KCNT2 KCTD16 LDB2 LIFR LOC105370456 LRCH2 LRFN5 MAGEL2 MAGI1 MAP1B MAP2 MMP16 MPDZ NES NLGN1 NOVA1 NTM PABPC5 PARD3B PCDH17 PCDH18 PCDHB15 PDGFRA PDZRN3 PLPPR4 PREX2 PRKG1 PTN PTPRD PURG ROBO2 RUNX1T1 SEMA6D SFRP1 SLC16A2 SLIT2 SMARCA1 STMN2 TCEAL7 TENM3 THSD7A THY1 TMEM200C TMEM35A TMEM47 TRO TRPC4 TTC28 WASF3 WNK3 ZFHX4 ZNF423,Brain Cells,1
5.2468696,4.06677,inh l2-3 sst nmu (id:304),ABCA8 ACKR1 ADAM33 ADAMTS8 ADCY5 ADCYAP1R1 ADGRB3 ADGRL3 APCDD1 APLNR APOD AQP1 ATP1A2 CACNA1C CADM3 CHRDL1 CLEC14A CNTN4 CRYAB CXCL14 DAAM2 DBX2 DLG2 EDN3 EDNRB EFS FAIM2 FAM107A FAM162B FGF10 FHL5 FREM1 FRZB GABRG1 GPIHBP1 GRIK3 GSTM5 HAPLN2 HEPH HPSE2 HTR4 HYDIN2 IGSF21 ITGA8 ITIH5 JAM2 KALRN LDB2 LGI4 LMOD1 LRFN5 LRRTM1 NDRG2 NRXN1 NTRK2 NTSR2 OPALIN PAMR1 PDGFRA PDZRN4 PHYHIP PLP1 PLPPR4 PMP2 PPP1R1B PREX2 PRIMA1 PTH1R PTPN5 PTPRD PTPRT RASL12 RBFOX1 RCAN2 RGS5 RGS7BP RIMBP2 RSPO2 RUNX1T1 SCN4B SHISA6 SLCO1C1 SMOC2 SORBS1 SOX10 SPARCL1 SPON1 STMN2 TCEAL5 TCEAL6 TEK THY1 TMEM132C TMEM235 TNXB TRIL WIF1 WSCD2,Brain Cells,1
7.293447,3.858821,inh l2-5 pvalb hhipl1 (id:305),ADAMTS17 AKAP13 ANKRD44 APBB1IP ARHGAP31 ARHGEF6 BTN3A3 CCR5 CD2 CD247 CD28 CD3E CD4 CD5 CD6 CD96 CELF2 CTLA4 CTSO CYLD CYTIP DDX60 DPYD ETS1 EVI2A FGL2 FLI1 GBP1 GBP4 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GIMAP8 GPR171 GPRIN3 GVINP1 GZMA GZMK HECA HLA-A HLA-B HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-E HLA-F ICOS IL16 IL2RB IL7R IRF4 ITGA4 ITK KCNA3 LSP1 LYST MAF MDFIC NLRC5 NR3C2 PAG1 PARP8 PIK3R5 PLCL2 PRKCH PTGDR PTGER4 PYHIN1 RBMS1 RFTN1 RIN3 RNF125 RORA RUNX3 S1PR1 SAMD9L SATB1 SIRPG SLA SLC9A9 SLFN11 SLFN5 SNTB1 STAT4 SYNE1 TAGAP TBX21 THEMIS TIGIT TMEM204 TMEM71 TRAC TRAF1 TRAT1 WIPF1,Brain Cells,1
4.689864,4.795388,inh l2-5 pvalb rph3al (id:306),AGAP1 ARFGEF3 ARHGEF26 ATP1B1 CADPS2 CAMSAP3 CDS1 CGN CGNL1 CKMT1A CKMT1B CMTM4 COBL CPE CXADR CYP39A1 CYP4X1 DAB2IP DDAH1 DDR1 DLG3 DSP EGFR EPB41L1 EPB41L4B EPCAM ERBB3 ESRP1 FAM189A2 FGFR2 FGFR3 FLRT3 FRAS1 GAREM1 GRB7 GRHL2 HOOK1 ID4 IGSF3 IL20RA KCNK1 KIAA1217 KIAA1671 LIFR LRIG3 LRP4 MAGI1 MAGI3 MAL2 MAP7 MARK1 MYH14 MYO5B MYO5C MYO6 NCKAP1 NEBL NEO1 NFIB NGEF NPNT OVOL2 PCDH1 PCDHAC2 PCLO PITPNM3 PLEKHA6 PLEKHH1 PLXNB1 PPL PPP1R1B PPP1R9A PTPN21 PTPRF PTPRT PTPRU RAPGEF5 SEMA3E SHANK2 SHROOM2 SHROOM3 SLC44A3 SOWAHA SOWAHB SOX9 SPTBN2 SYBU SYT7 TACC2 TJP1 TMEM125 TOM1L1 TOX3 TRIM2 VWA1 WIF1 WNK2 WWC1,Brain Cells,1
